stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,3.21,0,4.28,0,0,0,0,0,0,11.77,0,0,1.07,104.84,3.21,1.07,2.14,0,193.63,0,11.77,20.33,18.19,0,0,0,6.42,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,30.79,8.03,0,2.68,0,0,0,4.02,0,0,14.72,0,0,54.88,2.68,4.02,2.68,6.69,0,2.68,29.45,2.68,8.03,2.68,0,0,0,4.02,9.37,0,1.34,0,2.68,1.34,0,0,0
3Month,1.28,7.68,175.65,181.73,0.32,0,18.56,0.64,0.64,143.98,28.8,0.64,5468.57,29.12,3.2,1273.08,16.64,22.72,21.44,50.55,5.12,15.68,11.52,48.63,5.44,1.28,5.76,7.04,0,0.96,78.07,0.32,26.24,2.24,0,0,14.08,10.88,20.48
22Month,3.83,6.01,150.33,220.85,0,0,13.67,1.64,0,90.2,25.15,17.49,7351.96,7.11,1.64,1047.39,2.73,5.47,21.32,23.51,0.55,165.09,12.57,3.83,3.28,0.55,5.47,10.93,12.03,1.09,8.75,0,10.93,2.19,6.01,0,1.64,0,7.65
