stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,1.34,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0
3Month,0.96,0.32,0,6.08,0.32,1.6,0,123.18,5.12,0,3.84,2.56,1.28,4.48,2.56,0.64,0.96,0.96,0,0,0.64,0.32,0,0.64,1.28,0.32,7.04,0,0.32,21.44,3.52
22Month,1.64,1.64,0.55,3.28,1.09,28.97,0.55,262.94,6.56,0.55,22.96,0,0.55,8.2,3.83,9.29,0,0,0,0,0,0.55,1.09,0,0,0,3.28,0.55,0,0.55,1.64
