stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,24.52,12.26,0,0,0,0,40.86,302.39,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,2.14,1.07,0,3.21,2.14,2.14,0,0,0,0,0,0,0,0,0,2.14,2.14,0,25.67,0,3.21,4.28,0,27.81,44.93,0,2.14,0,23.54,0,0,24.61,0,97.35,0,0,0
21Day,8.03,1.34,103.07,49.53,1.34,5.35,0,0,0,0,5.35,5.35,0,12.05,74.96,6.69,24.09,5.35,103.07,1.34,1.34,1.34,0,57.56,44.17,0,0,0,60.23,16.06,1.34,41.49,0,46.85,0,0,4.02
3Month,0.64,2.88,11.2,18.88,0,0,2.24,0.32,3.2,4.8,0.96,36.79,19.52,0.32,462.97,4.48,3.52,3.2,15.68,1.92,0,6.72,2.24,3.84,0.32,4.16,2.24,0,0.96,2.88,19.52,1.28,0,7.36,1.28,4.16,4.48
22Month,0,4.92,45.37,31.16,0,0,1.09,0,7.65,9.29,411.63,101.68,7.11,1.09,631.93,2.73,2.73,7.65,13.67,0.55,3.28,7.65,0,4.37,2.19,5.47,2.19,1.64,0,2.19,14.76,30.07,1.64,4.92,0,0,3.28
