stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,12.26,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,7.49,5.35,5.35,1.07,0,0,0,1.07,0,0,0,0,3.21,10.7,4.28,5.35,0,0,638.67,22.47,11.77,6.42,6.42,0,1.07,5.35,2.14,1.07,1.07,0,0
21Day,5.35,0,17.4,8.03,6.69,0,0,0,0,0,1.34,0,0,4.02,0,2.68,1.34,8.03,1.34,0,220.86,10.71,4.02,4.02,5.35,5.35,1.34,0,0,2.68,0,0,1.34
3Month,0,0.96,7.68,0,0,0,1.28,0.32,0,0,2.24,0.64,0,3.2,0.32,0.32,0,0.32,0.64,0.32,18.24,0,22.08,0,0,0.32,10.56,0.64,0,0,0,1.28,0.32
22Month,0.55,0,1.64,0,0,0,0.55,1.09,0.55,0,7.11,0,0.55,2.19,0,0.55,1.09,0.55,0,0,8.2,0,11.48,1.09,0,0,12.03,0.55,0,0,0,0,0
