stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,1.07,0,0,8.56,2.14,0,0,0,2.14,71.68,0,0,0,0,0,0,0,0,0
21Day,261.01,52.2,18.74,451.09,21.42,384.16,0,64.25,0,6.69,13.39,1.34,61.57,58.9,261.01,54.88,53.54,772.33,104.41,520.69,4.02,1.34,65.59,1.34,724.15,247.63,8.03,52.2,0,389.51,159003.01,0,2.68,91.02,76.3,528.72,16.06,0,0,99.05
3Month,5.12,60.47,46.39,430.33,3.84,0,16,3.2,3.84,119.02,124.78,0.96,1401.7,239.32,14.72,272.6,60.47,183.01,124.14,162.85,34.55,8,143.02,45.11,14.08,1.92,44.79,20.8,0,9.28,56638.38,193.89,75.83,8.96,0.32,0,3.84,51.51,225.56,123.82
22Month,1.09,34.44,13.67,98.4,0,0,10.93,1.64,1.09,19.68,68.88,24.05,777.89,19.68,12.03,79.26,4.92,8.75,59.04,88.56,4.37,31.16,15.31,0,4.92,1.09,27.88,21.87,7.11,2.73,18424.45,1.09,6.56,8.2,3.28,0,0,9.29,0,56.31
