stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,4.09,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,16.35,0,0,0,0,4.09,93.99,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,1.07,2.14,0,0,0,0,0,0,0,2.14,0,3.21,13.91,1.07,7.49,0,0,1.07,0,18.19,14.98,0,0,7.49,0,0,1.07,0,1.07,0,0,0
21Day,5.35,2.68,0,40.16,0,4.02,4.02,0,1.34,0,0,1.34,0,8.03,4.02,2.68,21.42,4.02,12.05,0,0,0,1.34,18.74,12.05,0,2.68,9.37,0,0,6.69,0,0,0,0,2.68
3Month,0,1.28,0.64,9.28,0,0,0,0.96,3.84,0,0,18.24,7.04,0.32,5.12,0.32,3.2,5.76,3.52,1.92,0.32,1.92,0,0.96,0.64,0,0.32,0,1.28,5.44,0,0,0.64,1.6,31.36,4.48
22Month,0,3.83,0,9.29,0,0,0.55,1.64,9.84,3.28,0,55.21,3.28,0.55,5.47,0.55,1.09,4.92,4.92,1.09,1.09,0.55,0,0,0,0.55,0,0.55,0.55,6.56,0,0.55,0,0.55,0,0.55
