stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,36.78,8.17,0,4.09,0,0,4.09,0,0,0,0,8.17,0,4.09,16.35,0,0,0,53.12,1172.8,12.26,0,0,0,0,0,0,0,4.09,0,0
72hpf,7.49,2.14,0,14.98,80.23,16.05,0,0,2.14,0,0,0,1.07,0,11.77,120.89,7.49,44.93,0,6.42,3.21,2357.82,791.65,2.14,21.4,46,1.07,0,126.24,2.14,2.14,1.07,0,0
21Day,4.02,1.34,1.34,24.09,26.77,17.4,4.02,0,0,0,6.69,0,9.37,4.02,2.68,44.17,5.35,13.39,0,0,5.35,720.13,349.36,0,8.03,12.05,29.45,1.34,95.04,2.68,6.69,1.34,0,1.34
3Month,0,0.32,0,4.8,7.36,0,0.32,0,0,0,3.52,0.96,0,0.64,0,7.04,0.96,0.96,0.32,0,0.32,3.52,3.52,0,0,0,0.32,3.84,2.24,0,0,0,0.32,1.28
22Month,0.55,0,0.55,3.28,4.37,0,0,0.55,1.64,0,13.12,0.55,1.09,1.64,0,3.83,0.55,2.19,0,0,0.55,2.19,1.09,0,1.09,0,0,18.04,1.64,0,0,0,0,1.09
