stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,8.17,0,0,0,0,4.09,110.33,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,2.14,0,8.56,0,1.07,0,0,0,0,1.07,0,0,0,0,0,4.28,11.77,0,14.98,0,0,1.07,0,23.54,40.65,0,0,7.49,0,0,5.35,0,0,0,0
21Day,5.35,1.34,0,25.43,0,14.72,0,5.35,0,0,0,1.34,1.34,0,2.68,0,4.02,9.37,4.02,12.05,0,0,1.34,0,9.37,6.69,0,0,5.35,5.35,0,2.68,0,0,0,0
3Month,0.96,8,3.52,68.47,0.32,0,1.28,2.24,0.32,15.04,11.84,0,131.5,8.96,2.88,65.59,4.48,19.52,10.56,23.04,4.48,0.32,14.08,3.52,2.24,0.64,6.4,4.16,1.28,3.52,8.64,0.96,0,5.44,2.56,12.16
22Month,0,1.64,0.55,2.19,0,0,0,0,0,0,0,6.56,12.57,0,0,14.21,0.55,1.09,0.55,1.64,0,0.55,1.09,0,0,0,0.55,0,0,0,0,0,0,0,0,0
