stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,8.17,8.17,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,9.63,0,6.42,0,0,0,1.07,0,0,1.07,0,0,0,0,1.07,0,57.77,12.84,2.14,19.26,0,1.07,0,0,19.26,12.84,1.07,0,0,5.35,0,0,0,4.28,0,1.07,0,0,0
21Day,9.37,1.34,12.05,38.82,0,10.71,0,6.69,0,5.35,0,0,0,1.34,0,9.37,81.65,2.68,21.42,9.37,30.79,0,0,2.68,0,10.71,10.71,8.03,1.34,0,10.71,6.69,0,2.68,4.02,0,0,0,0,6.69
3Month,3.84,17.92,112.62,455.93,0.64,0,15.68,4.16,0.64,634.14,48.63,0.96,0,214.69,58.23,15.36,2829.31,20.48,50.55,88.95,64.31,12.8,1.28,285.07,17.28,11.2,1.28,49.59,4.8,0,1.6,21.76,0.32,53.43,1.92,0.32,0.64,20.48,36.47,106.54
22Month,3.28,53.03,99.49,190.78,0,0,5.47,6.01,1.09,218.12,73.8,30.61,0,555.95,13.12,31.16,2871.58,6.01,19.13,86.37,136.66,4.37,20.77,108.24,0,4.92,2.73,46.47,9.29,1.64,2.73,4.92,0,65.05,4.92,2.73,1.09,4.37,0,24.6
