stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,44.95,4.09,12.26,8.17,0,0,0,0,8.17,433.16,12.26,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,16.05,1.07,0,0,0,0,0,0,0,0,0,1.07,13.91,0,3.21,0,0,0,4.28,46,24.61,0,0,0,6.42,1.07,0,0,18.19,0,0,0,0
21Day,0,0,0,13.39,8.03,0,0,2.68,1.34,0,0,0,0,0,1.34,2.68,4.02,2.68,0,0,0,0,0,18.74,6.69,2.68,0,0,0,2.68,0,0,2.68,0,0,0,0
3Month,1.6,1.6,29.76,157.74,7.68,0,1.28,0.32,243.48,4.16,0,64.95,15.04,1.28,45.11,27.84,9.28,8.64,8.96,1.6,0,9.6,8.96,31.67,0.64,13.76,1.28,0,0.32,8,0.32,236.12,2.24,1.28,3.84,1272.44,5.12
22Month,0,0.55,15.85,90.2,3.28,0,1.64,0,155.25,3.28,0.55,36.63,2.73,0.55,56.85,2.73,0.55,4.92,6.56,0,1.09,2.73,1.64,7.65,1.09,10.39,1.64,1.09,0.55,0,0,158.53,0,0,0,11.48,1.64
