stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,6.69,1.34,0,0,0,1.34,0,0,0,0,6.69,0,5.35,8.03,1.34,2.68,0,0,0,0,2.68,1.34,2.68,0,0,0,0,0,2.68,0,0,0,0,0,2.68
3Month,1.6,6.4,20.8,181.73,0,4.48,0.96,0.32,101.74,41.27,0.32,50.23,66.87,19.84,570.15,24.32,23.04,80.31,16.64,3.52,0,30.4,8,5.12,1.28,8.64,0.96,0,0.32,8.64,0.32,15.36,0.96,0,0,9.92,6.72,180.13
22Month,4.37,62.87,47.56,359.15,0,7.65,8.75,0.55,135.02,232.33,27.33,448.26,74.89,78.17,815.61,21.32,56.85,345.49,68.88,1.09,21.32,46.47,2.73,6.01,0.55,24.6,9.84,1.09,2.73,7.65,0,44.83,8.75,1.64,1.09,32.25,0,178.21
