stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,1.07,0,0,1.07,1.07,0,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,0,6.69,0,0,0,0,0,2.68,0,0,4.02,0,0,0,5.35,0,0,0,0,1.34,1.34,0,0,0,2.68,0,0,0,0,0,0,0
3Month,0,0.64,2.88,115.82,0.64,0.96,2.88,4.16,0.32,282.2,2.24,0.96,94.07,2.88,40.63,3.84,9.92,1.92,0.32,0.96,25.92,1.28,0,0.32,1.28,0,0.96,3.84,3.2,0.64,0.32,0.96,45.43,0.96
22Month,1.09,0.55,1.64,9.29,0,1.64,1.64,1.09,0,335.1,0.55,0.55,20.77,0,3.28,0,7.65,0,9.29,0.55,0.55,0.55,0.55,0.55,2.19,0.55,0,0,1.64,1.09,0,0,0,0
