stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,61.3,24.52,0,0,0,0,8.17,196.15,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,6.42,2.14,0,6.42,0,1.07,0,0,0,0,1.07,0,0,0,0,3.21,0,3.21,1.07,4.28,23.54,0,1.07,1.07,0,10.7,23.54,1.07,0,38.51,2.14,0,4.28,0,1.07,0,0,0
21Day,4.02,2.68,0,21.42,1.34,1.34,0,1.34,0,0,2.68,0,0,2.68,0,12.05,0,1.34,5.35,6.69,54.88,0,0,9.37,0,5.35,10.71,2.68,0,14.72,4.02,0,1.34,0,0,0,0,6.69
3Month,0.32,9.6,0.64,43.51,0,0,1.28,0.64,0.32,23.68,44.47,0.32,0,9.92,55.99,3.84,4.8,2.24,4.48,31.99,37.75,18.88,0,24.32,0.96,0.64,0,7.04,0.96,2.88,1.6,27.84,0.32,0,0.64,7.68,5.76,40.95
22Month,0.55,21.87,1.64,34.99,0,0,1.64,0.55,0.55,25.69,85.28,15.31,0,111.52,19.13,6.56,5.47,0.55,2.19,44.83,77.08,1.64,2.19,11.48,0,1.64,0.55,4.37,1.64,1.09,0.55,6.56,3.28,0.55,0.55,1.64,0,21.87
