stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,20.43,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,16.35,16.35,0,0,0,0,8.17,163.46,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,13.91,2.14,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,10.7,2.14,10.7,0,1.07,0,0,26.74,25.67,0,0,0,11.77,1.07,2.14,4.28,0,1.07,0,0,0
21Day,6.69,1.34,0,37.48,4.02,4.02,0,0,0,0,1.34,0,0,4.02,1.34,1.34,0,0,25.43,0,9.37,0,0,5.35,0,13.39,4.02,0,1.34,0,6.69,5.35,0,1.34,1.34,0,0,0,0
3Month,0.32,3.84,0.64,52.15,0.96,0,0,2.56,0.64,12.48,33.59,0.32,0,266.2,26.24,2.88,5.76,5.44,28.8,12.48,15.04,2.88,0.64,8.32,6.4,1.92,0.64,5.12,0.96,0,1.6,5.76,85.11,0.32,0,0,8,5.76,25.6
22Month,0,7.11,2.19,42.09,0,0,1.64,1.64,0.55,10.93,86.37,109.88,0,749.46,8.2,5.47,75.44,1.09,21.32,37.17,34.99,1.09,13.67,4.92,0,0,0,3.83,1.64,0.55,0.55,1.09,18.59,1.09,0,0.55,0.55,0,26.24
