stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,4.28,0,0,0,0,4.28,4.28,0,0,0,3.21,0,0,2.14,0,0,1.07,0,0,0
21Day,2.68,2.68,1.34,16.06,10.71,0,10.71,0,0,0,0,1.34,4.02,140.55,1.34,0,24.09,4.02,33.46,0,0,1.34,0,20.08,22.76,0,1.34,0,20.08,16.06,0,0,1.34,1.34,8.03,0,0,775.01
3Month,0,0.64,0.32,9.28,0,4.48,0,0.64,0.96,4.8,0,13.76,6.08,2.56,3.84,1.6,5.12,8.64,14.08,0.64,0,1.6,0.96,1.6,0.32,0.96,0.32,0,0,0.96,5.76,0,0,0,0,1.28,1.6,495.28
22Month,1.09,3.83,0,7.65,0,1.64,0.55,0,0,4.92,7.65,36.08,7.11,12.57,1.64,0,1.09,22.96,48.65,0,2.19,1.09,0,0.55,0,1.09,0.55,0.55,0,0.55,0,0.55,0,0,0,0,0,370.63
