stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,13.91,0,1.07,1.07,0,135.86,52.42,0,0,6.42,1.07,3.21,9.63,1.07,2.14,0,0,0,0
21Day,8.03,0,0,9.37,1.34,1.34,0,0,0,0,0,0,1.34,0,4.02,0,2.68,5.35,1.34,17.4,0,0,2.68,0,29.45,13.39,1.34,0,14.72,0,53.54,0,2.68,1.34,0,0,1.34,1.34
3Month,0.64,0.32,1.6,14.4,0.32,0,0.32,0.32,0.64,1.6,2.88,0,32.31,5.44,0.96,14.72,1.28,2.88,4.8,5.44,0.64,0,0.64,0.64,0.96,0.32,1.92,0,0.32,7.68,1014.88,0.96,0,0,0.32,2.56,233.24,3.2
22Month,0.55,2.19,1.09,10.39,0.55,0,0,0,0,2.19,3.28,3.83,68.88,1.64,1.09,29.52,0.55,0.55,6.01,4.37,0,1.64,1.64,0,0.55,0,0.55,14.21,1.09,1.09,379.92,2.19,0.55,0,0,0,1.09,1.64
