stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,28.6,0,0,0,0,4.09,155.28,0,0,16.35,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,7.49,4.28,5.35,0,0,0,0,0,0,0,0,0,0,4.28,8.56,19.26,19.26,0,6.42,0,2.14,19.26,46,0,0,22.47,0,0,3.21,1.07,0,0,0
21Day,10.71,4.02,0,5.35,0,2.68,0,0,0,0,1.34,0,0,0,1.34,0,1.34,0,18.74,9.37,0,0,2.68,0,5.35,12.05,0,0,9.37,0,1.34,2.68,0,0,0,1.34
3Month,0,1.92,0,6.4,0,0,0,0.96,0.32,0.64,6.4,0,48.63,16.96,1.92,6.72,0.96,0.64,22.08,6.08,0.96,0,1.6,1.6,0,0.32,0.32,0.32,1.92,1.28,1.28,0.32,0,0,30.08,1.6
22Month,0,11.48,0.55,13.67,0.55,0,1.64,0.55,0,0,51.93,22.41,391.95,6.56,2.73,25.15,0.55,3.28,70.52,19.13,1.09,2.73,2.73,0.55,1.64,0,0,9.29,1.09,2.19,3.28,4.92,0.55,1.09,0,3.83
