stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,670.76,0,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,7.49,0,8.56,0,1.07,0,0,36.37,10.7,0,0,0,5.35,0,0,5.35,2.14,1.07,0,0,0
21Day,215.5,4.02,0,8.03,2.68,4.02,0,1.34,0,0,0,0,0,2.68,1.34,0,1.34,0,14.72,0,0,0,0,10.71,4.02,0,1.34,0,4.02,2.68,1.34,1.34,0,0,0,0,0
3Month,3.84,2.88,0.64,15.36,0,0,0,0,1.28,2.24,0,60.47,3.52,0.64,8.64,1.92,4.8,7.04,5.12,1.6,0,0.32,1.28,0.64,0,0.32,0,0,0.64,2.24,67.19,0.64,0,0,2.24,25.28,6.08
22Month,2.73,19.68,0,11.48,0,0,0.55,1.09,3.83,10.93,6.56,207.73,4.92,3.28,108.24,0,4.37,10.39,11.48,1.09,6.56,1.64,0,1.09,0.55,1.09,1.09,0.55,0,2.19,20.77,0.55,0.55,0,0.55,0,1.64
