stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,20.43,183.89,57.21,0,0,0,0,0,0,0,0,8.17,4.09,4.09,322.83,0,0,0,0,16.35,1744.89,0,0,106.25,0,0,0,0,0,4.09,0
72hpf,29.95,9.63,18.19,3.21,22.47,0,1.07,0,0,0,0,6.42,20.33,5.35,59.91,0,3.21,3.21,0,1772.64,451.45,1.07,1.07,111.26,0,0,57.77,0,4.28,4.28,0
21Day,17.4,1.34,12.05,0,13.39,1.34,0,0,1.34,2.68,1.34,1.34,6.69,1.34,61.57,0,0,6.69,0,453.76,152.59,1.34,2.68,25.43,13.39,0,13.39,1.34,8.03,2.68,2.68
3Month,0,0,0.64,0,0,0,0,0,1.28,0,0,0,0.32,0.32,0.32,0.32,0,0.32,0.32,0.32,0,0,0,0,0,0.64,0,0,0,0,0.32
22Month,0,0,1.64,0,0,0,0.55,0.55,8.75,0,0,0.55,0,0,2.19,0,0,0.55,0.55,0,0,0,0,0,0,2.19,0,0,0,0,0
