stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,69.47,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,20.43,0,0,0,0,24.52,249.27,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,7.49,38.51,0,52.42,4.28,3.21,0,0,0,0,0,0,0,0,1.07,0,10.7,67.4,10.7,69.54,0,1.07,2.14,0,556.29,203.26,0,22.47,53.49,1.07,0,125.17,1.07,1.07,2.14,0,0,0
21Day,16.06,18.74,1.34,226.21,0,17.4,0,2.68,0,1.34,1.34,0,0,1.34,6.69,1.34,16.06,77.63,16.06,91.02,0,0,34.8,0,207.47,62.91,1.34,13.39,49.53,17.4,0,22.76,4.02,6.69,4.02,1.34,0,6.69
3Month,0.32,20.8,22.08,992.16,2.24,0,4.48,0,0.32,8.64,9.92,0,141.42,13.44,2.56,220.77,39.03,236.44,56.95,27.52,3.84,0.64,4.16,16.64,6.4,1.6,4.16,10.88,1.28,14.08,31.99,1.28,0,0,0.32,7.68,10.88,19.52
22Month,0,68.88,20.77,175.48,0.55,0,4.37,0,0.55,10.93,12.03,7.11,145.96,5.47,3.28,170.56,10.39,43.19,36.63,25.69,0,6.56,2.19,0,6.01,1.09,3.83,19.13,0,0.55,32.8,1.09,0,0,0,3.83,0,19.13
