stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2267.95,237.01,0,65.38,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,32.69,5381.79,0,0,0,0,16.35,543.49,0,0,0,220.67,0,0,0,0,0,0,8.17,0,0,0
72hpf,974.58,7.49,0,35.3,4.28,74.89,0,0,0,1.07,0,0,0,1.07,0,10.7,83.44,7.49,5247.33,0,0,4.28,1.07,253.54,132.65,2.14,3.21,0,2219.82,3.21,0,0,25.67,0,3.21,43.86,0,0,1.07
21Day,1563.41,1.34,0,68.27,4.02,72.28,4.02,0,0,0,0,2.68,1.34,12.05,8.03,1.34,29.45,6.69,2971.54,1.34,0,44.17,0,50.86,21.42,2.68,4.02,0,388.17,78.97,0,2.68,2.68,14.72,29.45,13.39,0,0,6.69
3Month,75.83,24,1.6,25.6,0.32,0,0.64,0.64,3.2,25.6,0.96,38.39,3.84,1.28,18.56,1.6,13.76,10.56,377.22,3.2,0.64,2.56,1.92,2.24,4.16,1.92,1.92,0,2.56,1.92,0.32,24.32,0,0,0,0.64,3.52,13.76,4.48
22Month,6.01,8.2,1.09,17.49,0,0,0,0,2.19,1.64,103.32,119.17,2.19,1.09,24.6,0,2.73,4.37,36.63,0,13.12,1.09,0,1.64,0.55,2.19,0.55,1.64,0.55,0.55,0,54.12,1.64,0.55,0,0.55,1.09,0,0
