stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,32.69,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,53.12,44.95,0,0,0,0,8.17,179.8,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,8.56,0,0,1.07,0,1.07,0,0,0,4.28,0,6.42,22.47,4.28,20.33,0,0,1.07,1.07,13.91,23.54,0,0,11.77,2.14,0,0,7.49,0,2.14,0,0,0
21Day,1.34,2.68,0,18.74,1.34,0,1.34,0,5.35,0,2.68,0,30.79,4.02,0,20.08,18.74,44.17,0,0,2.68,0,8.03,20.08,0,0,12.05,8.03,0,0,6.69,1.34,1.34,0,0,5.35
3Month,0,8.64,1.6,50.23,0,0.32,0.96,15.04,40.95,0,75.83,49.59,12.48,23.04,4.16,14.72,34.55,13.12,4.8,0,2.88,3.84,0.64,0.32,2.56,0.96,1.6,2.56,0.96,9.6,0.32,0,0,8.64,3.84,26.56
22Month,0,8.2,1.09,16.95,0,1.09,0.55,6.01,67.24,8.75,78.72,20.23,19.13,17.49,0,2.73,36.63,19.68,0,3.83,1.09,0,0,0,2.19,2.19,0.55,1.09,0,3.28,1.64,0,0,2.73,0,9.29
