stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,118.51,163.46,0,490.37,12.26,4.09,0,0,0,0,0,0,61.3,0,0,8.17,0,40.86,98.07,420.9,1066.55,0,4.09,8.17,12.26,294.22,6060.14,0,0,0,102.16,0,0,0,0,0,8.17,0,0,0
72hpf,156.19,83.44,0,259.96,64.19,126.24,0,18.19,0,0,2.14,0,1.07,1.07,0,44.93,1.07,139.07,510.29,62.05,978.86,0,22.47,28.88,17.12,3215.79,2231.58,13.91,18.19,0,746.71,11.77,1.07,203.26,20.33,14.98,49.21,0,0,1.07
21Day,265.03,37.48,12.05,708.08,38.82,322.59,0,179.36,0,6.69,32.12,2.68,0,29.45,20.08,295.82,53.54,53.54,255.66,169.99,1370.66,1.34,1.34,121.81,2.68,1318.46,931.62,22.76,28.11,0,439.04,104.41,18.74,129.84,44.17,80.31,36.14,5.35,0,116.45
3Month,1.92,38.07,12.16,314.83,3.84,0,3.84,8.64,0.64,39.35,59.83,1.6,0,360.58,36.47,22.08,107.82,29.12,87.67,116.14,162.53,33.91,0.64,32.95,41.91,21.44,9.92,23.36,9.6,0,8.96,14.4,321.23,7.04,0.96,0,3.84,43.51,63.67,68.79
22Month,3.28,79.81,15.85,206.64,2.73,0,8.75,15.31,1.09,44.83,136.12,428.03,0,1000.92,44.83,68.88,234.51,12.03,37.17,198.44,265.67,13.12,21.87,32.25,2.73,28.43,9.84,33.89,24.05,16.95,12.57,3.28,108.24,19.68,22.96,0,1.64,14.76,0,44.83
