stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,2.14,4.28,0,0,0,1.07,0,6.42,1.07,0,0,0,0,0
21Day,1.34,0,1.34,2.68,2.68,0,0,0,0,0,0,0,0,0,0,0,2.68,1.34,2.68,0,0,0,0,2.68,1.34,0,1.34,0,0,2.68,152.59,0,0,0,0,10.71,4.02
3Month,1.92,6.4,7.68,71.03,0,2.56,0.32,0,11.84,23.68,0.32,127.98,34.87,3.2,49.59,8.32,28.16,23.68,31.99,5.12,1.28,8,18.88,7.68,1.6,9.92,5.44,0,2.24,47.35,6276.77,6.08,1.28,0.32,17.92,1681.65,22.4
22Month,0,1.09,0.55,7.11,0,0.55,0,0.55,1.64,4.37,0.55,111.52,2.73,0.55,8.2,0,1.09,4.92,2.73,1.09,2.19,0.55,0.55,0,0,1.09,1.09,2.73,1.09,2.73,708.46,3.28,0.55,0,0,4.92,1.09
