stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,69.47,0,0,0,0,0,0,0,12.26,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,66.33,0,0,0,7.49,0,0,5.35,1.07,0,0,0,3.21,0,0,0,0,1.07,0,0,0
21Day,0,0,4.02,5.35,0,5.35,0,0,2.68,0,1.34,5.35,0,2.68,4.02,0,6.69,0,1.34,0,0,8.03,0,1.34,0,0,0,0,0,0,2.68,0,1.34,0,0,0,0
3Month,0.64,0.64,4.48,51.19,0,0,0.96,0.64,17.6,2.56,0,733,3.2,0,14.4,0.64,2.88,2.56,31.04,2.24,3.52,2.88,1.28,0,0,0.96,1.28,0,0.64,10.56,35.19,1.6,0,1.28,1.6,2.56,2.56
22Month,0,0.55,0.55,35.53,0,0,4.37,0,2.73,1.64,0,522.6,1.64,1.09,4.92,0,0,0.55,75.44,1.64,36.63,3.28,0,0.55,0,0,1.09,2.73,1.64,1.64,59.04,0.55,0,1.09,0,0,0.55
