stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,12.84,0,0,0,6.42,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,8.03,1.34,2.68,25.43,2.68,14.72,0,1.34,0,0,0,0,188.73,0,1.34,178.02,2.68,21.42,8.03,10.71,0,5.35,5.35,4.02,18.74,8.03,0,0,0,9.37,13.39,0,1.34,0,2.68,4.02,0,0,2.68
3Month,1.28,4.16,15.68,67.83,0.32,0,11.52,0,0,28.48,19.84,0.64,3798.12,23.36,0.64,1035.36,8.64,19.2,10.56,26.56,6.4,2.88,7.36,56.31,4.16,0.32,2.24,6.08,0,0.64,51.19,0.64,13.76,0.96,1.28,0,7.04,8.64,19.52
22Month,2.73,13.67,9.84,13.12,0,0,12.03,0,0.55,13.12,14.21,3.83,4182.45,9.84,2.73,883.39,0.55,2.73,6.56,20.23,0,61.23,3.28,2.19,0,0,2.73,4.92,5.47,1.09,3.83,0,1.09,2.19,1.64,0,1.09,0,4.92
