stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,3.21,0,1.07,0,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,4.02,0,2.68,16.06,0,0,0,0,0,0,2.68,0,2.68,1.34,0,9.37,0,1.34,0,0,0,0,9.37,0,0,0,0,2.68,124.48,0,0,0,1.34,0,0,0,0
3Month,0.96,7.04,3.52,53.43,15.36,2.24,0.32,0.64,7.68,24.32,0.32,90.23,28.16,2.24,35.51,4.16,20.16,13.44,32.63,10.56,1.28,11.84,2.56,2.24,0.32,5.76,1.92,0,1.6,1295.79,4.8,18.24,1.28,0,1.6,7.04,9.6,19.52
22Month,1.64,32.25,8.75,69.97,19.13,3.83,2.73,0,8.2,82.54,26.79,430.22,25.15,8.2,65.05,5.47,11.48,39.91,67.24,2.19,25.15,12.57,0,7.11,0.55,8.2,8.2,2.73,2.73,303.94,0,13.12,4.92,2.19,0,1.09,0,26.79
