stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0
21Day,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,2.68,0,0,0,0,1.34,0,0,0,0,1.34,0,0,0,0,2.68,16.06,0,0,0,0
3Month,19.84,93.11,78.39,13563.93,0.96,151.34,6.4,0.32,68.47,145.9,351.94,1016.8,153.9,5.44,361.22,87.99,255,207.33,119.34,24.64,21.12,80.63,55.35,50.23,14.08,168.61,5.76,0,2.56,60.47,0.64,340.43,32.31,0.96,0,1.92,127.98,230.68,224.6
22Month,0,30.07,0.55,956.1,0,0,0,0,52.48,19.13,124.09,55.76,0,0.55,11.48,0,0,0.55,74.35,0,1.64,0,0.55,0.55,0,20.77,0.55,0.55,0.55,0.55,0,12.57,19.13,0.55,0,0,0.55,0.55,6.56
