stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,0,0,0,0,74.89,1.07,0,0,1.07,0,1.07,1.07,1.07,0,0
21Day,2.68,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,78.97,0,0,0,0,0,1.34,0,0,0,0
3Month,0.32,1.28,0,0,0,0.32,0.32,0.32,2.88,0.64,0,1.28,0.32,0,0.32,0.32,0.64,0,0.32,0.32,31.04,0,0.64,0,0.32,0.64,0,0,0,0.32,0.64
22Month,0,2.73,0,0.55,0.55,0,0,0.55,13.12,0,0.55,1.09,0,0,1.09,2.19,0,0.55,0,0,3.28,0,0.55,0.55,0,0.55,0,0,0,0,0
