stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,147.11,0,241.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,8.17,61.3,0,0,28.6,0,0,0,0,0,0,0,0,0
72hpf,7.49,62.05,0,8.56,3.21,0,0,0,0,0,0,0,1.07,0,3.21,36.37,0,43.86,0,0,4.28,0,80.23,5.35,0,0,42.79,0,0,1.07,0,0,2.14,0,0,0
21Day,1.34,22.76,0,4.02,1.34,0,4.02,0,0,0,0,0,1.34,0,0,1.34,0,91.02,0,0,30.79,0,46.85,6.69,1.34,0,17.4,1.34,2.68,1.34,1.34,2.68,4.02,0,0,2.68
3Month,0.32,87.35,0,4.8,0,0.96,0,1.28,3.2,0,11.2,3.52,0,5.12,0.96,15.36,3.84,64.63,0.32,0.32,47.35,0.64,1.92,0,9.92,0,4.8,1.92,8.64,0.64,0,0,0.32,18.56,4.8,1.92
22Month,0.55,30.61,1.09,4.37,0,0,0.55,4.37,10.39,1.09,43.73,1.64,0.55,10.39,0,1.64,2.73,22.96,0.55,0.55,18.59,0,1.64,0,11.48,1.09,2.19,0.55,18.59,0,0,0,0,9.84,0,0.55
