stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,98.07,4.09,0,0,0,0,0,8.17,0,0,0,0,4.09,163.46,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,68.47,4.28,3.21,0,0,0,0,0,0,0,0,0,12.84,451.45,0,3.21,2.14,0,0,14.98,9.63,0,0,7.49,0,0,1.07,0,0,0,0,0
21Day,4.02,0,0,282.43,8.03,4.02,0,4.02,2.68,0,0,1.34,0,0,0,18.74,321.25,2.68,5.35,0,0,0,18.74,6.69,1.34,0,1.34,2.68,0,1.34,2.68,1.34,0,0,0
3Month,0,0.96,0,130.22,1.28,0,0.96,16.64,0.32,0,0,11.52,1.92,0,1.6,9.6,25.6,4.8,2.24,0,0.96,0.96,1.6,0,3.2,0,0,3.2,5.12,0,0,0,1.92,103.98,0.96
22Month,0,0.55,2.19,49.2,0.55,0,0.55,9.84,2.73,0.55,0,23.51,0.55,0.55,3.28,4.37,11.48,4.92,2.73,0.55,0,0,0.55,0.55,3.83,0.55,0,0,1.64,1.09,0,0,0,0,1.09
