stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,4.09,0,0,0,0,0,0,0,0,0,0,4.09,53.12,4.09,4.09,0,0,0,0,8.17,93.99,0,0,8.17,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,4.28,0,2.14,0,0,0,0,9.63,28.88,0,0,4.28,0,0,0,1.07,0,0,0
21Day,1.34,0,0,2.68,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,1.34,5.35,0,0,0,0,2.68,2.68,1.34,0,0,1.34,0,0,0,0,0,0
3Month,0,0.64,0.64,82.23,0,0.96,0,0.32,0.64,0.96,0,6.08,1.92,0,2.24,0.64,9.28,1.28,1.6,0.96,0,0,0.32,0,0,0.32,0.32,0,0.96,88.63,0,0,1.6,64.95,1.6
22Month,0,0.55,0,1.09,0,0,0.55,0,0,1.64,0.55,4.37,0.55,0,0.55,0,0,1.64,0.55,0,0.55,0.55,0,0,0,0,0,0,0,15.31,0.55,0,0.55,0,0
