stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,0,4.09,0,0,0,0,0,0,24.52,0,0,0,0,36.78,576.18,89.9,8.17,0,0,0,0,0,93.99,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,95.21,5.35,16.05,0,0,0,0,4.28,0,1.07,0,0,1.07,0,40.65,1816.51,19.26,18.19,0,0,0,0,98.42,35.3,1.07,0,25.67,0,0,8.56,0,0,1.07,0,0,0
21Day,10.71,1.34,1.34,357.39,2.68,8.03,0,2.68,0,0,41.49,0,0,2.68,1.34,12.05,0,62.91,1244.84,76.3,22.76,1.34,0,10.71,0,45.51,13.39,2.68,4.02,17.4,10.71,2.68,1.34,10.71,13.39,1.34,0,0,5.35
3Month,0.32,4.48,0.96,609.18,3.52,0,4.16,0.64,0.32,5.44,332.11,0,0,25.6,6.4,0.32,8.32,259.16,67.83,97.58,14.08,2.56,0.32,5.12,3.52,45.43,0.96,1.6,0.64,0.64,6.72,39.35,0.32,0,0,0.96,5.44,6.08,7.04
22Month,1.64,3.28,18.59,231.23,3.28,0,5.47,0,0,2.73,1043.02,91.84,0,23.51,3.28,1.64,5.47,73.25,31.71,91.84,7.65,1.64,2.73,6.56,0,21.32,0.55,1.09,1.09,0,2.73,22.41,0.55,2.19,0,1.09,1.09,0,4.37
