stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,2312.9,0,0,0,0,0,8.17,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,1.07,1.07,0,26.74,0,21.4,0,0,0,0,0,0,1.07,185.07,9.63,0,0,0,0,16.05,7.49,0,0,0,37.44,0,0,0,0,0,0,0,0,0,1.07
21Day,5.35,2.68,0,22.76,0,24.09,0,149.92,0,180.7,0,2.68,20.08,149.92,1.34,0,10.71,459.12,41.49,0,0,18.74,0,22.76,17.4,0,0,0,28.11,29.45,0,0,2.68,0,4.02,1.34,0,0,149.92
3Month,0,3.2,1.28,8,0,0,1.6,35.19,12.48,406.66,0,16,218.53,4.16,5.76,0.96,2.88,120.94,12.16,2.56,0,2.88,1.6,4.16,0,1.6,0,0,0.96,6.08,0.32,5.12,0.32,0,0,0.32,2.88,2.88,57.27
22Month,1.09,4.37,0.55,8.2,0,0,6.01,33.35,4.92,785,1.09,22.41,56.31,5.47,4.37,1.09,0.55,208.28,13.12,0.55,1.09,3.83,0,1.09,0,2.19,1.09,0.55,0.55,2.19,0,3.83,1.64,1.64,0,0,1.09,0,39.91
