stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,134.85,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,4.28,1.07,0,0,0,0,0,0,0,0,1.07,0,6.42,2.14,0,5.35,0,1.07,0,0,19.26,32.09,0,3.21,1.07,0,4.28,0,1.07,0,0,0
21Day,10.71,1.34,1.34,109.76,0,2.68,0,2.68,0,0,0,8.03,2.68,8.03,8.03,1.34,21.42,1.34,38.82,0,0,1.34,0,9.37,16.06,4.02,9.37,42.83,1.34,1.34,2.68,1.34,0,0,0
3Month,0.32,0,2.56,155.82,0,0,1.28,0.32,6.08,3.84,0,83.51,2.24,1.92,54.71,2.24,50.87,4.16,11.52,1.6,0,0.64,3.84,0.96,0,1.92,0.64,5.12,8.32,0,0,0.32,0.96,1.6,4.8
22Month,0.55,3.83,2.73,16.95,0,0,0.55,0,2.19,3.28,1.64,138.85,0.55,1.64,17.49,0,5.47,1.09,5.47,0,3.83,0.55,0.55,0,1.09,0.55,0.55,0.55,0,0,0,0,0,0,0.55
