stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,28.6,12.26,0,57.21,0,0,0,0,0,0,0,20.43,0,0,0,0,0,28.6,36.78,57.21,0,0,0,36.78,12251.04,0,0,20.43,4.09,0,24.52,0,0,4.09,0,0
72hpf,52.42,4.28,0,33.16,4.28,49.21,0,1.07,0,1.07,0,0,0,0,1.07,0,10.7,75.96,5.35,56.7,1.07,3.21,1.07,932.86,2272.24,0,31.02,69.54,3.21,0,4029.9,2.14,0,2.14,0,0
21Day,25.43,2.68,2.68,41.49,0,68.27,0,6.69,0,0,0,0,9.37,4.02,6.69,1.34,1.34,33.46,8.03,30.79,0,2.68,0,216.84,912.88,0,17.4,25.43,33.46,0,2334.4,26.77,24.09,4.02,0,8.03
3Month,0.32,0.96,0,3.84,0.32,0,0.32,0.64,0.32,0.64,0.64,0,5.12,1.92,0,7.04,0.32,1.28,2.24,6.08,0,0.32,0,0.64,67.83,0.64,0.32,0,0,1.92,141.42,0.32,0,28.48,1.28,2.24
22Month,0,0,0.55,4.92,1.09,0,0.55,0,0,1.64,1.09,0,34.99,0.55,0,2.19,0,0,1.09,8.2,1.09,0,0,1.09,76.53,1.09,2.19,0.55,0,1.64,140.49,2.19,0,73.8,0,1.09
