stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,2.14,0,0,0,0,3.21,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07
21Day,0,0,1.34,1.34,0,0,0,0,0,0,26.77,0,1.34,0,0,0,0,0,0,1.34,1.34,0,1.34,0,0,0,0,38.82
3Month,1.28,0.32,4.16,0,2.88,0,1.28,2.24,7.36,3.2,4.16,2.88,0.64,1.6,7.68,4.16,0.32,0.64,0.32,0.64,0,0.64,3.2,2.88,0,0.64,1.28,269.08
22Month,0.55,0.55,0,0,0,0,0,1.09,3.83,0,0.55,0.55,0,0,2.19,0.55,0,0.55,0,0,0,0,0,0,0.55,0,0,22.96
