stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,4.28,0,4.28,0,0,1.07,0,90.93,4.28,3.21,1.07,0,0,0,0,5.35,1.07,3.21,0,0,0
21Day,2.68,0,0,2.68,1.34,0,0,0,0,0,0,0,0,2.68,0,1.34,0,1.34,1.34,0,0,0,0,54.88,8.03,0,0,2.68,2.68,0,0,0,1.34,2.68,0,0,2.68
3Month,0.32,0.64,0.64,13.44,0,0.32,0,10.24,2.88,0,0,12.48,14.08,0,4.16,0.64,0.64,4.16,4.16,1.28,0,0.64,0.32,1.92,0,5.44,1.92,0.64,1.28,0.32,3.2,0,0,0,0.32,3.84,3.84
22Month,0.55,4.37,0,7.65,0,0,0.55,3.83,7.11,0.55,0,58.49,6.56,1.09,3.83,0.55,0.55,4.92,9.29,1.09,2.19,2.19,0,4.37,1.09,8.75,0.55,0.55,0.55,0,4.92,0,0.55,0,0,0,1.64
