stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,12.26,0,0,0,0,0,0,0,0,4.09,0,8.17,0,20.43,0,0,0,0,163.46,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,1.07,0,0,0,2.14,7.49,0,9.63,0,0,0,19.26,1.07,2.14,0,0,0,7.49,0,1.07,0,0,0,0,0,0
21Day,0,0,2.68,0,0,0,0,0,0,0,0,0,4.02,1.34,0,6.69,0,0,0,1.34,0,2.68,0,0,0,4.02,0,1.34,0,0,0,0,0,0
3Month,1.92,1.28,316.43,0.32,0.64,95.34,3.2,0,12.16,8.32,0.32,10.88,1.6,4.16,0.96,4.8,3.52,0,0.64,2.88,0.96,0,3.2,0.96,0,0,1.6,3.84,0,0,0.32,1.6,3.2,4.8
22Month,8.75,3.28,89.65,0,0.55,10.39,7.11,3.28,74.35,5.47,0.55,25.69,0.55,1.09,3.28,12.03,0.55,2.19,3.83,0,1.64,0,2.73,0.55,465.75,0,0,10.93,0.55,0.55,1.09,1.09,0,1.64
