stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53.12,24.52,0,85.81,0,8.17,0,4.09,0,0,0,4.09,0,0,0,0,28.6,20.43,73.56,106.25,0,0,0,0,36.78,768.24,0,0,0,24.52,0,0,0,0,0,8.17,0,0,0
72hpf,66.33,11.77,0,53.49,14.98,17.12,0,17.12,0,2.14,0,0,4.28,0,20.33,1.07,98.42,106.98,21.4,135.86,0,38.51,2.14,5.35,496.38,338.05,4.28,2.14,0,100.56,12.84,0,32.09,1.07,1.07,13.91,0,0,0
21Day,156.61,13.39,6.69,281.09,1.34,77.63,0,119.13,0,9.37,2.68,0,22.76,4.02,121.81,17.4,34.8,72.28,49.53,305.19,1.34,2.68,24.09,1.34,192.75,180.7,1.34,2.68,0,139.21,29.45,4.02,22.76,1.34,12.05,8.03,1.34,1.34,44.17
3Month,1.28,7.04,7.04,124.78,0.32,0,2.56,6.4,11.84,16.64,0.32,0,291.79,10.88,15.36,90.55,13.44,44.79,28.48,48.63,11.84,0.64,6.72,12.8,6.72,1.28,7.68,2.88,0,2.24,7.04,112.62,2.24,0.64,0,0.96,17.28,6.4,42.23
22Month,0,20.23,8.75,45.92,1.09,0,1.09,6.56,8.75,34.99,26.79,0,663.64,8.75,48.65,132.29,3.28,11.48,51.39,55.21,4.37,13.67,8.2,0.55,7.11,0.55,10.39,6.01,2.73,4.37,2.73,44.28,3.83,3.83,0,0,3.28,0,22.41
