stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,12.26,0,122.59,4.09,0,0,0,0,0,0,4.09,0,0,0,0,8.17,4.09,81.73,204.32,0,0,0,20.43,1185.06,0,0,0,44.95,0,0,0,0,0,8.17,0,0,0
72hpf,9.63,0,0,29.95,2.14,3.21,0,0,0,2.14,0,0,0,0,2.14,0,7.49,20.33,3.21,55.63,0,2.14,5.35,25.67,53.49,0,0,0,41.72,0,1.07,2.14,0,0,5.35,0,0,1.07
21Day,14.72,1.34,2.68,60.23,1.34,17.4,0,8.03,1.34,6.69,0,0,0,0,16.06,1.34,1.34,16.06,6.69,78.97,0,0,17.4,13.39,22.76,0,0,0,24.09,9.37,4.02,9.37,8.03,1.34,2.68,0,0,8.03
3Month,0.64,0.64,0,75.51,0.64,0,1.28,0,1.28,11.84,0.64,0,6.08,5.44,3.84,3.52,0.64,31.04,18.56,31.04,2.56,0,5.44,0.64,1.28,0.32,0,0,3.2,2.88,32.95,5.12,0,0,1.92,2.56,2.88,22.72
22Month,0,2.73,1.64,20.23,0,0,0.55,0.55,0.55,17.49,2.19,0,32.25,4.37,4.37,1.64,1.09,4.92,21.32,39.36,1.09,3.28,1.64,2.19,0,0.55,1.09,8.75,2.19,0,25.69,13.67,5.47,0,0.55,0,0,5.47
