stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,24.52,61.3,32.69,0,0,0,0,93.99,167.54,0,0,4.09,0,0,0,0,8.17,0,0,0
72hpf,2.14,0,0,9.63,1.07,0,0,0,0,1.07,0,0,0,0,0,0,6.42,40.65,5.35,11.77,0,1.07,1.07,4.28,60.98,19.26,0,0,6.42,0,0,6.42,1.07,18.19,0,0,0
21Day,6.69,4.02,16.06,44.17,1.34,1.34,0,4.02,0,2.68,0,0,1.34,0,4.02,1.34,5.35,34.8,16.06,12.05,0,0,1.34,0,22.76,6.69,0,0,4.02,4.02,0,2.68,0,0,0,0,0
3Month,0,0.96,1.92,15.04,0.32,0,0.32,0.32,1.6,2.88,0,0,27.52,1.92,0.64,9.28,0.96,3.84,7.04,1.92,0.96,0,0.32,5.12,0.32,0.32,0.64,0,0,0.96,2.56,0.32,0,0.32,1.28,2.56,2.56
22Month,0,6.56,4.92,20.23,0,0,0,0,4.92,6.01,9.84,0,173.29,4.37,2.19,37.17,0.55,4.37,22.41,13.12,0,3.28,2.19,0.55,0.55,0.55,1.64,0.55,0,0.55,2.19,1.64,0,0,0.55,0,1.09
