stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,20.43,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,16.35,0,0,0,0,28.6,465.85,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,20.33,11.77,0,7.49,3.21,16.05,0,1.07,0,0,0,0,0,1.07,0,2.14,22.47,0,29.95,0,1.07,1.07,2.14,1136.12,180.79,0,6.42,63.12,0,0,41.72,22.47,19.26,9.63,0,0,0
21Day,21.42,21.42,0,32.12,2.68,104.41,0,22.76,1.34,1.34,0,4.02,0,8.03,6.69,0,22.76,8.03,53.54,0,0,12.05,0,425.65,95.04,4.02,21.42,30.79,16.06,0,73.62,30.79,49.53,2.68,0,0,6.69
3Month,1.92,114.86,0.96,30.4,1.28,0,1.92,2.88,7.36,28.8,0.32,74.55,13.12,0.96,16.64,2.24,7.36,14.4,37.75,21.12,0,18.24,6.08,8,0.64,5.44,17.6,12.16,1.92,58.87,26.56,0.64,0,0.64,37.43,48.95,14.4
22Month,0.55,189.69,1.09,9.84,1.09,0,3.83,3.28,3.28,31.16,65.6,110.42,5.47,3.28,6.56,1.09,2.73,4.92,30.07,1.64,3.28,6.56,0,8.75,2.19,3.83,8.2,15.85,1.09,4.37,82.54,30.61,0,0.55,5.47,0,6.56
