stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,1.07,9.63,0,0,0,0,16.05,0,0,0,0,0,0,0,0
21Day,8.03,4.02,0,17.4,1.34,4.02,0,1.34,0,0,1.34,0,0,2.68,2.68,0,5.35,1.34,10.71,0,4.02,152.59,1.34,0,1.34,0,6.69,5.35,0,1.34,13.39,29.45,5.35,0,0
3Month,0,0,0,1.92,0,0,0,0,1.6,0.64,1.28,12.48,0.64,0,5.12,0.32,0,0,2.24,0,0,5.76,0,0.32,0,0,0,0.64,0.64,0,0,0,0,10.24,0
22Month,0,0,0.55,2.19,0,0,0.55,0,0,0,1.64,35.53,1.09,0,20.23,0,0,1.09,6.56,3.28,2.19,27.33,0,0.55,1.09,1.09,0,0.55,2.73,3.28,0,0,0,0,3.28
