stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,73.56,0,0,0
72hpf,3.21,4.28,0,9.63,0,18.19,0,0,0,0,0,0,0,0,0,0,6.42,14.98,2.14,9.63,0,0,0,0,953.18,142.28,1.07,4.28,19.26,0,0,0,230.01,55.63,43.86,272.8,0,0,0
21Day,6.69,4.02,0,21.42,5.35,13.39,0,1.34,0,0,0,0,2.68,1.34,4.02,8.03,0,13.39,12.05,25.43,0,1.34,1.34,0,756.27,72.28,0,0,12.05,17.4,0,0,169.99,65.59,61.57,20.08,0,0,5.35
3Month,0.64,3.2,1.6,16.64,0,0,0,0,0.32,2.24,6.72,0.96,33.27,8.96,0.64,12.48,1.28,5.76,22.4,11.84,1.28,0,2.56,1.6,24.96,6.4,5.12,0.32,0.64,4.16,0.32,15.68,991.84,11.2,1.28,17.92,1.92,19.2,5.76
22Month,0,10.39,0.55,22.41,0.55,0,2.73,0,0.55,3.28,26.24,8.75,155.25,8.75,1.64,21.87,0,4.37,21.87,22.41,0.55,6.56,2.19,0,35.53,2.19,2.19,2.19,0,3.83,0,4.92,2839.87,153.61,2.19,0.55,0.55,0.55,6.01
