stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,8.17,0,0,0,0,12.26,126.68,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,1.07,2.14,3.21,0,0,0,1.07,0,0,0,1.07,0,0,7.49,0,5.35,0,1.07,0,0,50.28,25.67,0,0,9.63,0,0,8.56,1.07,1.07,0,0,0
21Day,1.34,0,0,6.69,0,12.05,0,12.05,0,0,0,0,0,1.34,1.34,2.68,1.34,1.34,6.69,0,0,0,0,20.08,9.37,0,0,5.35,2.68,0,4.02,0,0,0,0,0
3Month,0.96,5.12,1.6,31.36,0.32,0,1.28,0.96,3.52,7.68,0,77.75,5.12,0.64,16.32,1.92,5.76,10.56,10.88,1.6,0,2.24,4.16,2.56,0,2.88,1.28,1.28,1.92,19.2,0,0,0.32,2.24,16,7.36
22Month,0,4.92,4.92,14.76,0,0,1.64,0,2.19,18.04,5.47,118.08,7.65,3.83,21.87,0.55,2.73,14.21,10.93,0.55,3.83,3.28,0,0.55,0,1.09,1.09,0,0,3.28,0.55,0,0,2.19,0,2.73
