stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,0,0,0,4.28,8.56,0,0,11.77,0,0,1.07,0,0,0,0,0
21Day,4.02,0,0,24.09,0,1.34,0,0,0,1.34,0,0,0,8.03,1.34,1.34,26.77,4.02,21.42,0,0,2.68,1.34,9.37,1.34,0,0,5.35,1.34,0,0,1.34,1.34,0,0,1.34
3Month,0.32,5.12,1.92,63.35,0.32,0,0.96,0.64,5.76,15.04,0.32,40.31,10.88,3.2,22.72,2.88,22.08,19.52,19.52,3.84,0,5.44,4.16,2.56,0.32,3.2,0.96,0.64,1.6,2.88,0.64,0,0.64,10.56,2.56,20.16
22Month,0.55,10.93,1.09,24.05,0,0,0,0.55,7.11,27.88,4.92,101.13,5.47,4.92,17.49,1.09,1.09,13.67,19.68,1.09,1.64,4.37,0,0.55,1.09,3.83,3.28,1.64,0,1.64,2.19,0,0.55,1.09,0,9.84
