stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,20.43,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,110.33,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.49,29.95,1.07,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,1.07,7.49,16.05,0,0,0,7.49,0,0,14.98,2.14,0,4.28,0,0,0
21Day,1.34,0,0,9.37,4.02,1.34,0,0,0,0,0,0,0,14.72,0,0,0,4.02,0,0,0,5.35,5.35,0,0,0,2.68,0,0,5.35,0,2.68,6.69,0,0,1.34
3Month,0,1.6,0.64,56.95,2.88,0,1.28,4.48,2.24,0,25.92,3.2,0.32,95.98,2.56,3.52,0.64,2.56,0,5.12,0.64,0.96,0.96,0.32,1.28,0,0.32,0.96,66.23,5.44,0,0,8,1.28,54.39,1.28
22Month,0,0,0.55,37.17,6.01,0,0,2.19,2.19,0.55,20.23,0.55,0,69.97,1.09,1.64,0.55,1.09,1.64,0.55,0,0.55,1.64,0,0.55,0.55,0,0,5.47,4.37,0.55,0,2.19,0,1.09,0
