stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,8.17,0,0,0,0,4.09,12.26,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,1.07,36.37,12.84,20.33,0,2.14,0,0,22.47,6.42,1.07,0,11.77,0,6.42,0,0,0,0,0,0
21Day,5.35,9.37,5.35,121.81,2.68,16.06,0,10.71,0,0,4.02,1.34,13.39,0,24.09,24.09,1.34,54.88,54.88,91.02,0,0,6.69,0,20.08,5.35,4.02,0,13.39,8.03,16.06,1.34,1.34,2.68,1.34,0,25.43
3Month,0.96,13.44,4.48,151.66,1.6,0,1.6,4.16,0.64,27.84,36.15,0.32,273.56,47.99,12.16,90.23,12.8,35.83,68.47,35.19,6.72,0,18.88,9.28,4.8,0.64,6.08,1.28,1.6,6.4,86.71,1.6,0.64,0.64,11.84,18.88,60.79
22Month,1.09,26.79,6.01,63.96,0.55,0,1.64,2.73,0,25.69,69.97,9.29,355.87,13.67,23.51,97.85,5.47,15.85,83.64,38.27,1.09,8.2,8.2,0,2.73,2.19,7.65,2.73,6.01,1.09,101.68,1.64,1.09,1.09,2.73,0,33.35
