stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,138.94,28.6,0,8.17,0,0,0,0,0,0,0,0,0,0,8.17,0,384.12,0,8.17,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0
72hpf,161.54,34.23,0,49.21,1.07,6.42,0,0,0,0,0,3.21,0,0,5.35,5.35,464.29,0,11.77,0,32.09,5.35,0,33.16,25.67,2.14,0,7.49,79.16,0,2.14,0,1.07,0,0,0
21Day,144.56,32.12,0,30.79,1.34,1.34,0,1.34,0,2.68,0,6.69,0,2.68,0,1.34,29.45,1.34,28.11,0,0,17.4,0,5.35,13.39,5.35,1.34,9.37,196.76,0,0,5.35,2.68,1.34,0,4.02
3Month,0.32,10.24,0.96,13.76,0.32,0,0,0.32,1.6,6.4,0.64,21.44,1.92,0,5.44,1.28,3.52,5.44,29.12,18.88,0.32,1.6,0.64,0.32,0,2.56,0.32,0,15.36,5.76,0.64,0,0,12.8,0.32,1.92
22Month,0,15.31,0.55,28.43,0,0,1.64,0.55,2.19,7.65,3.28,90.74,1.64,1.64,18.59,0.55,1.64,3.83,28.97,2.73,7.65,1.09,0,0.55,0.55,4.37,1.09,0.55,4.37,6.01,0,0,0,1.09,0,3.83
