stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,2.14,4.28,0,0,0,1.07,0,7.49,0,0,0,8.56,1.07,0,2.14,0,1.07,4.28,0,0,0
21Day,12.05,0,12.05,2.68,1.34,5.35,0,0,0,0,0,1.34,0,0,0,0,6.69,26.77,36.14,0,0,4.02,64.25,4.02,12.05,0,0,0,9.37,4.02,0,1.34,1.34,0,12.05,0,0,2.68
3Month,0.64,0.96,5.76,16.96,0.32,0,1.28,0.32,1.92,4.8,0,118.06,5.44,0.32,10.56,2.88,5.76,30.4,11.2,1.92,0.96,2.24,753.8,1.28,0.32,1.28,0.32,0,0,1.28,5.12,1.28,0,0,3.52,2.88,2.24,4.16
22Month,0,0.55,1.09,2.19,0,0,0,0,0,1.09,1.09,26.79,0,0,1.64,0,0,6.56,6.56,0,0,1.09,50.29,1.09,0,1.09,0.55,0.55,0,0,1.09,1.09,0,0,2.19,0.55,0,0.55
