stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,24.52,0,0,0,0,0,4.09,0,0,0,0,469.94,0,12.26,4.09,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,20.33,0,2.14,0,0,0,0,0,0,0,0,469.64,106.98,1.07,4.28,0,1.07,1.07,0,39.58,21.4,0,0,2.14,0,0,8.56,0,0,0,0,0
21Day,6.69,0,0,66.93,0,8.03,0,0,0,0,0,0,0,1.34,483.21,17.4,6.69,6.69,0,0,0,0,14.72,10.71,0,0,1.34,10.71,0,2.68,4.02,4.02,0,0,2.68
3Month,0.64,0,0.64,50.87,0.32,0,0.32,1.28,3.52,0,12.48,4.8,0,3.52,255.32,8.64,4.8,4.48,0.64,0.32,0.96,0.64,1.92,0,0.64,0,0.32,2.88,11.84,0,0,0,2.56,2.56,23.04
22Month,0,0.55,0,26.79,0,0,1.64,0,1.09,0,13.67,1.09,0.55,3.28,124.09,4.37,4.37,3.28,0.55,0,1.64,0,0.55,0,0,0.55,0,0,1.64,0,0.55,0,4.92,0,13.67
