stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,32.69,322.83,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,2.14,1.07,1.07,0,0,0,0,0,0,0,0,0,0,26.74,0,0,0,0,2.14,23.54,0,0,17.12,0,0,8.56,0,0,0,0
21Day,2.68,0,0,2.68,1.34,1.34,0,0,0,0,0,0,0,0,0,0,30.79,0,0,0,0,5.35,17.4,0,0,6.69,2.68,1.34,1.34,0,0,0,1.34
3Month,0,1.6,0.32,3.2,0,0,0.32,0.32,1.92,0,3.84,0.64,1.92,1.6,2.56,0.32,8,1.28,0,0.32,0,0,0,0,0,0,0.32,0.32,0,0,6.72,0.96,0.96
22Month,0,3.83,0.55,0.55,0,0,0,0.55,2.19,2.73,24.6,1.09,2.73,0,3.28,2.19,10.39,0,0.55,0.55,0.55,0,0,1.64,0.55,0,0.55,0.55,0,0.55,0,0,1.09
