stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,32.69,0,0,0,0,8.17,228.84,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,1.07,4.28,0,0,0,0,0,0,0,0,0,0,0,3.21,0,32.09,0,0,0,0,6.42,37.44,0,0,0,54.56,0,0,5.35,0,0,3.21,0,0,0
21Day,10.71,1.34,0,4.02,5.35,0,0,0,0,0,0,0,0,0,0,0,2.68,0,96.37,0,0,4.02,0,9.37,10.71,0,0,0,28.11,2.68,1.34,6.69,0,2.68,1.34,0,0,0
3Month,0.32,3.52,1.28,11.84,0,0.64,0,0.32,1.6,4.16,0,29.12,1.92,0.32,6.72,0.96,6.4,2.88,27.52,4.16,0,2.56,1.28,0.96,0,0.64,0.64,0,1.92,0.96,10.56,0.32,0,0,0.32,12.16,4.8,4.8
22Month,0.55,7.65,1.64,15.31,0,0.55,0.55,0,2.19,10.39,9.84,157.44,3.83,3.28,22.96,0.55,5.47,9.29,25.15,1.09,4.37,2.19,0.55,1.64,0.55,0,1.64,0.55,0.55,1.09,3.28,1.64,1.64,0,0,1.09,0,6.01
