stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,1.07,32.09,1.07,0,0,0,0,0,0,0,0,0,2.14,2.14,0,3.21,0,0,0,0,135.86,136.93,2.14,0,6.42,0,0,1.07,0,0,0,0,0,0
21Day,10.71,0,0,10.71,10.71,5.35,0,0,0,0,0,2.68,0,1.34,0,1.34,5.35,1.34,17.4,0,0,1.34,0,107.08,38.82,0,0,13.39,4.02,6.69,8.03,1.34,1.34,0,0,0,2.68
3Month,0,0.96,0.32,33.59,1.92,0,1.28,0,36.47,2.56,0,13.76,3.2,0.32,17.6,8.64,2.56,1.92,13.44,2.24,0,0.32,0.64,3.2,0.32,2.88,0.32,0,2.24,143.66,1.28,0.32,0,0.32,0.64,78.39,1.92
22Month,0,1.64,1.64,20.23,4.37,0,0,0.55,20.23,3.28,4.37,47.56,2.19,2.73,51.93,5.47,2.73,2.73,13.12,0,1.09,0.55,0,8.75,1.09,8.2,1.09,0.55,0,48.65,2.73,0,0,0,0,0.55,1.09
