stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,0,8.17,0,20.43,0,0,0,4.09,0,0,0,1499.71,0,0,0,0,0,12.26,53.12,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,1.07,3.21,0,0,0,93.07,0,0,0,1.07,0,1.07,6.42,312.38,4.28,0,0,0,0,12.84,6.42,0,0,0,2.14,1.07,0,1.07,1.07,0,0,0,0,0,0
21Day,4.02,0,0,4.02,5.35,0,0,0,140.55,0,2.68,2.68,30.79,1.34,0,1.34,306.52,14.72,0,0,0,0,10.71,1.34,0,0,0,2.68,8.03,0,0,0,0,4.02,0,0,0,14.72
3Month,0.64,2.24,1.28,15.04,0,1.92,0,1.6,638.3,0,9.92,12.16,0.64,6.08,2.56,3.2,341.39,7.68,1.92,0,0.96,1.6,0.96,0.32,1.28,0,0,0.32,7.04,0.32,10.24,0.32,0,0,0.32,4.16,5.12,7.68
22Month,1.64,3.28,0.55,8.2,0,9.29,0,3.83,1502.75,1.64,33.89,13.12,4.37,7.65,0.55,1.09,517.14,12.57,0,2.19,0.55,0,1.64,0,2.19,2.73,2.73,0,2.73,0,16.95,4.92,3.28,0,0,1.64,0,3.28
