stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,3.21,1.07,2.14,0,2.14,0,0,185.07,5.35,0,0,0,3.21,0,0,0,23.54,18.19,0,0,0,0
21Day,1.34,0,0,2.68,1.34,2.68,0,0,0,0,0,1.34,0,0,0,1.34,0,0,0,0,0,0,96.37,6.69,0,1.34,0,0,1.34,0,2.68,22.76,73.62,0,0,0,0
3Month,0.32,0.32,0.64,4.8,0,0,0,0,2.88,0,11.52,4.8,0.64,2.88,0.96,3.2,1.6,3.2,1.6,0,0.32,0.32,2.24,0.32,0.64,0,0,0.32,0.96,8,0,0,0,0.96,0.64,21.76,2.24
22Month,1.09,2.19,1.09,6.56,0,0,0.55,1.64,10.39,3.83,77.08,4.37,0.55,9.84,1.09,1.09,4.92,6.01,0,3.28,0.55,0.55,7.65,0,1.64,2.19,1.64,0.55,0,5.47,2.73,2.19,0,0,0.55,0,2.19
