stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,2.14,5.35,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,0,0,0,4.02,0,1.34,0,0,0,0,1.34,0,50.86,0,0,0,0,1.34,0,6.69,0,1.34,0,0,5.35,1.34,0,0,0,2.68,1.34,0,0,0,0,0,0,0,0
3Month,0.96,8.32,30.08,90.87,0,0,18.56,1.28,0.64,30.08,26.88,0.96,9815.72,30.08,2.24,111.66,18.56,23.04,21.44,38.39,8.64,19.52,27.52,14.4,6.72,0.64,8.96,11.2,0,3.2,105.26,0.32,15.04,3.84,0,0,20.16,7.04,19.52
22Month,13.67,32.8,31.16,86.37,0.55,0,70.52,1.64,0,45.37,65.6,13.67,35354.89,18.04,9.29,127.92,10.39,18.59,62.32,96.21,4.92,735.25,26.79,2.19,8.2,2.19,14.21,22.96,8.75,2.19,57.95,0,19.13,7.65,14.76,0.55,5.47,0,39.91
