stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,36.78,0,0,0,0,16.35,134.85,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,7.49,3.21,0,0,0,0,0,0,0,1.07,0,1.07,6.42,2.14,29.95,0,0,0,0,87.72,42.79,1.07,0,7.49,1.07,0,2.14,1.07,0,0,0,0,0
21Day,5.35,4.02,0,22.76,10.71,0,6.69,0,0,0,0,0,8.03,4.02,4.02,8.03,0,20.08,0,0,1.34,0,29.45,10.71,0,1.34,6.69,1.34,0,1.34,1.34,1.34,1.34,0,0,2.68
3Month,0.64,1.28,0.64,13.76,0,0.32,0,2.24,7.04,0.32,22.72,14.4,1.6,10.56,0.64,3.84,8.32,12.16,0.96,0,1.92,1.6,1.28,0.64,2.24,0.64,0.64,0.64,40.63,0.64,0,0,0.32,4.16,38.39,8.64
22Month,0,1.09,0,1.64,0,0,1.09,2.73,28.97,2.73,36.08,3.83,2.73,6.56,0,0,8.75,2.73,0.55,0.55,0.55,0,1.09,0,1.64,2.19,1.09,0,9.29,0,0,0,0.55,0,0,3.28
