stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,204.32,20.43,12.26,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,21.4,1.07,2.14,0,0,0,0,0,0,0,0,0,0,1.07,1151.1,0,7.49,0,0,1.07,0,48.14,24.61,0,0,13.91,0,1.07,5.35,0,1.07,0,0,0
21Day,1.34,0,0,62.91,1.34,8.03,0,2.68,0,0,0,0,5.35,1.34,5.35,0,2.68,176.69,38.82,2.68,0,0,0,0,10.71,5.35,0,1.34,2.68,4.02,4.02,1.34,1.34,0,0,0,2.68
3Month,0,0.96,0.64,125.42,0.32,0,0.32,0.32,0.32,3.84,8.32,0,13.44,6.08,3.52,7.68,2.24,5.44,15.36,6.72,0.32,0,2.56,2.24,2.88,1.28,3.52,0.32,0,1.6,226.84,0.64,0,0,1.6,35.51,23.04
22Month,0,1.09,0,24.05,0,0,1.09,0,0,0.55,10.39,1.09,28.43,4.92,0.55,1.09,1.09,1.09,10.93,7.65,0,1.64,0,0.55,1.09,0.55,5.47,2.19,0,0,108.78,0.55,0,0,0,0.55,3.28
