stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,21.4,0,9.63,0,0,1.07,0,12.84,8.56,0,0,5.35,0,0,6.42,1.07,3.21,0,0,0
21Day,2.68,2.68,1.34,65.59,0,4.02,0,1.34,0,0,0,0,0,0,8.03,0,5.35,65.59,4.02,18.74,0,0,18.74,0,5.35,6.69,0,0,14.72,5.35,0,4.02,2.68,4.02,0,0,6.69
3Month,0.64,3.2,0.32,34.23,0.32,0,0.32,0.96,0.32,10.24,1.28,0,3.84,2.24,0.64,1.6,3.2,16.32,7.04,4.48,1.6,0,20.48,0.32,0.32,0,0.64,0.32,0.96,0.64,2.24,0.32,0,0,2.24,0.64,13.12
22Month,0.55,8.75,0.55,21.32,0,0,0.55,0,0,4.37,3.83,1.09,18.59,1.09,2.19,1.64,0,7.65,5.47,7.11,0.55,1.09,26.24,0,0,0,0.55,0,0.55,0,0.55,4.92,0,0.55,0,0,5.47
