stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,130.76,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,11.77,0,1.07,0,0,0,0,0,0,0,0,0,194.7,0,0,0,0,0,0,11.77,3.21,0,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,0,0,33.46,2.68,4.02,0,0,0,0,0,0,0,0,2.68,69.6,0,1.34,0,0,0,0,1.34,0,0,1.34,0,0,0,0,0,2.68,0,0,0
3Month,0.32,0.32,0.32,190.37,1.28,0,1.28,2.56,2.24,0,20.48,3.52,0.32,6.72,5.12,32.63,3.52,2.56,1.6,0.32,4.16,1.6,3.52,0.64,0.64,0,0,0,2.56,1.28,0.32,0,4.16,1.6,1.92
22Month,0,1.09,3.83,72.71,2.19,0,0.55,1.64,2.19,2.19,59.59,2.73,1.09,6.01,2.73,10.93,5.47,4.92,0,2.73,1.64,0,0,0.55,2.19,1.64,1.09,0,0.55,1.64,0.55,0,0.55,0,1.64
