stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,0,1.34,0,0,0,0,0,41.49,0,0,1.34,0,6.69,0,1.34,0,0,0,0,2.68,0,0,0,1.34,2.68,0,0,0,0,0,0,0
3Month,0,0,1.6,2.24,0,0,0.32,0,0.32,0.64,0,120.94,0,0.32,1.92,0.32,1.28,0,0.32,0,0,0,0,0.32,0,0.32,0,0.64,1.6,0,0,0,0,0,0,0.64
22Month,3.28,9.29,17.49,32.8,0.55,0,42.09,1.09,9.29,34.44,3.83,12721.75,16.4,6.01,64.51,1.64,4.92,30.07,49.2,4.92,207.73,11.48,0.55,2.19,0.55,5.47,21.87,2.19,18.59,12.03,6.56,0.55,0.55,0.55,0.55,9.84
