stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,24.52,0,0,0,0,12.26,281.96,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,4.28,0,3.21,0,3.21,0,1.07,0,0,0,0,0,0,3.21,0,7.49,3.21,0,13.91,0,4.28,0,1.07,27.81,40.65,0,0,0,5.35,2.14,0,0,0,0,0,0,0
21Day,8.03,4.02,1.34,22.76,4.02,5.35,0,12.05,0,0,0,0,4.02,0,9.37,0,1.34,4.02,1.34,21.42,0,0,2.68,0,9.37,14.72,0,0,0,6.69,1.34,9.37,6.69,1.34,0,0,0,5.35
3Month,0.96,4.48,2.24,52.15,0,0,2.88,4.8,0.32,5.44,7.36,0,66.55,7.68,10.56,13.76,6.4,15.36,13.12,23.36,3.2,0,2.24,2.56,2.56,0.64,1.6,1.6,0,0.64,3.2,258.2,1.6,0,0.96,3.2,215.97,9.6
22Month,0.55,6.01,2.19,18.04,0.55,0,0.55,2.73,0,1.64,9.84,19.68,312.69,5.47,17.49,21.32,3.28,3.28,22.96,28.43,2.19,7.11,3.83,0.55,0.55,2.73,2.73,2.73,22.41,0,0.55,72.71,3.28,1.64,0.55,1.09,0.55,6.56
